date,title,category,entities_name,formatted_address,longitude,latitude,beat
6/3/2021,Moderate Delays - Hartsfield-Jackson Atlanta International Airport (ATL),airport-delays,Hartsfield-Jackson Atlanta International Airport,"6000 N Terminal Parkway Atlanta, 30320 United States of America",-84.44403,33.640067,50
7/3/2021,"Liz Longley (Rescheduled from 4/11/2020, 6/28/2020)",concerts,Eddie's Attic,"515 North McDonough Street Decatur, GA 30030 United States of America",-84.296272,33.773975,608
7/3/2021,The Ville,concerts,City Winery,"Atlanta, GA United States of America",-84.388054,33.74889,511
7/3/2021,Pop Up Day Party,expos,null,null,-84.382501,33.767757,509
7/3/2021,L.A.C,concerts,Center Stage Theater,"1374 West Peachtree Street Northwest Atlanta, GA 30309 United States of America",-84.38829,33.792162,501
7/3/2021,"MEMBA, Zubah, Gilligan Moss, and Midnite Panda",concerts,Believe Music Hall,"181 Ralph David Abernathy Blvd Atlanta, GA 30312 United States of America",-84.393715,33.737039,303
7/3/2021,Big Script SATURDAYZ New Years Kickoff,performing-arts,null,null,-84.393093,33.750573,511
7/3/2021,All-Star Gallery,community,null,null,-84.4028,33.746683,101
7/3/2021,Arulu,concerts,Club Ozone,"Atlanta, GA United States of America",-84.403198,33.759499,102
7/3/2021,7 Sharp 9,concerts,null,null,-84.324577,33.801426,608
7/3/2021,Shyyalyice,concerts,Arif lounge,"2847 Buford Hwy NE Atlanta, GA 30329",-84.34217,33.831697,210
7/3/2021,ATLiens,concerts,Believe Music Hall,"181 Ralph David Abernathy Blvd Atlanta, GA 30312 United States of America",-84.393715,33.737039,303
7/3/2021,Yay,community,Artisans Bar & Gallery,"140 Peachtree Street Southwest Atlanta, GA 30303 United States of America",-84.393031,33.750622,511
7/3/2021,Michelle Malone,concerts,Eddie's Attic,"515 North McDonough Street Decatur, GA 30030 United States of America",-84.296272,33.773975,608
7/3/2021,"Rowdy Rebel, Bernice Burgos & Mr. Rugs Day Party at Republic Lounge ATL 3/6",community,Republic Lounge,"990 Brady Ave NW Atlanta, GA 30318 United States of America",-84.4139,33.78219,501
7/3/2021,MyDJDre Presents: 2021 AllStar Weekend Media & Music Celebration.,conferences,181 Ralph David Abernathy Blvd SW,"181 Ralph David Abernathy Boulevard Southwest Atlanta, GA 30312 United States of America",-84.3938,33.737,303
7/3/2021,The Platoon weekend 2021,festivals,null,null,-84.424348,33.741544,104
7/3/2021,Annual Sport and Recreation Law Association Conference,conferences,Renaissance Atlanta Midtown Hotel,"866 West Peachtree Street Northwest Atlanta, GA 30308 United States of America",-84.387659,33.77834,503
7/3/2021,Asphalt Valentine w/ special guest Shotgun Superstars &  Say Never,concerts,null,null,-84.268162,33.776318,611
7/3/2021,Ghana Independence Day,community,The Loft On Delowe,2475 Delowe Drive East Point United States of America,-84.45745,33.688,410
7/3/2021,Jason Fulton,community,Marlow's Tavern Vinings,"2355 Cumberland Parkway Southeast Atlanta, GA 30339 United States of America",-84.480746,33.859465,201
7/3/2021,Severe Delays - Fulton County Airport (FTY),airport-delays,Fulton County Airport-Brown Field,"3952 Aviation Circle Northwest Atlanta, GA 30336 United States of America",-84.521645,33.777091,114
7/3/2021,Severe Delays - Fulton County Airport (FTY),airport-delays,Fulton County Airport-Brown Field,"3952 Aviation Circle Northwest Atlanta, GA 30336 United States of America",-84.521645,33.777091,114
7/3/2021,RYLO RODRIGUEZ & CELEBRITY FRIENDS PERFORMING LIVE ALLSTAR WEEKEND,community,Chit Chat Restaurant & Lounge,"2920 Ember Drive Decatur, GA 30034 United States of America",-84.27056,33.713105,611
7/3/2021,Significant to Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
7/3/2021,SERANI * REGGAE SUPERSTAR,concerts,null,null,-84.243068,33.785264,611
7/3/2021,The Late Show Hosted by DeMakco,performing-arts,null,null,-84.401384,33.65517,313
7/3/2021,Red Grant Live at Uptown,performing-arts,null,null,-84.401384,33.65517,313
7/3/2021,Red Grant Live at Uptown,performing-arts,null,null,-84.401384,33.65517,313
7/3/2021,The Floozies,concerts,Coca-Cola Roxy Theater,"Battery Avenue Southeast Atlanta, GA 30339 United States of America",-84.471544,33.887363,201
7/3/2021,MONTICELLO SATURDAY COMEDY NIGHT,performing-arts,null,null,-84.46542,33.906576,202
7/3/2021,MONTICELLO PRESENTS: THE LAUGH & HIP HOP COMEDY SHOW,performing-arts,null,null,-84.46542,33.906576,202
7/3/2021,RSVP FOR THE HOTTEST COMEDY SHOW IN MONTICELLO'S SPORTS BAR,performing-arts,The Monticello,2000 Powers Ferry Rd SE Atlanta United States of America,-84.46542,33.90658,202
7/3/2021,Steven Charles,concerts,One Sushi,"6115 Peachtree Dunwoody Road Sandy Springs, GA 30328 United States of America",-84.350922,33.92131,209
8/3/2021,DJ Drama & Friends at Saloon on Sundays Big Ballstar Finale,concerts,null,null,-84.378806,33.843156,206
8/3/2021,50 Cent,concerts,Believe Music Hall,"181 Ralph David Abernathy Blvd Atlanta, GA 30312 United States of America",-84.393715,33.737039,303
8/3/2021,Team Lebron vs Team Durant,sports,State Farm Arena,"Atlanta, GA 30303 United States of America",-84.396352,33.757162,507
8/3/2021,FREE HIBACHI GRILL ! FREE VIP ENTRY! THIS SUNDAY THE ULTIMATE CELEBRITY DAY PARTY ! PRE GAME!!,community,Eleven 45,"2110 Peachtree st NW Atlanta, GA 30309 United States of America",-84.3926,33.812,207
8/3/2021,Monday Madness - All Pizzas $10,community,vero pizzeria,"1441 Dresden Drive Atlanta, GA 30319 United States of America",-84.330081,33.860736,209
8/3/2021,Mick Wheeler,community,Marlow's Tavern Vinings,"2355 Cumberland Parkway Southeast Atlanta, GA 30339 United States of America",-84.480746,33.859465,201
8/3/2021,Severe Delays - Fulton County Airport (FTY),airport-delays,Fulton County Airport-Brown Field,"3952 Aviation Circle Northwest Atlanta, GA 30336 United States of America",-84.521645,33.777091,114
8/3/2021,Moderate Delays - Fulton County Airport (FTY),airport-delays,Fulton County Airport-Brown Field,"3952 Aviation Circle Northwest Atlanta, GA 30336 United States of America",-84.521645,33.777091,114
8/3/2021,Moderate to Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
8/3/2021,Moderate Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
8/3/2021,Trippin on Sundayz Headlined by Red Grant,performing-arts,null,null,-84.401384,33.65517,313
8/3/2021,"Sunset Sunday's  Comedy w/ Whole Squad is Funny, Randi ,LuhRay & Dutchess",performing-arts,null,null,-84.401384,33.65517,313
8/3/2021,Havana Lounge Presents Afrobeats Soundcheck with DJ Show,concerts,Havana Cigar Lounge,6010 Sandy Springs Cir Sandy Springs United States of America,-84.38542,33.92077,202
8/3/2021,"""BIGGIE"" A CELEBRATION OF LIFE WITH JADAKISS & LIL CEASE LIVE @ MONTICELLO",community,The Monticello,2000 Powers Ferry Rd SE Atlanta United States of America,-84.46542,33.90658,202
9/3/2021,Steven Charles,concerts,Cherokee Town & Country club,"155 West Paces Ferry Road Northwest Atlanta, GA 30305 United States of America",-84.388421,33.845256,202
9/3/2021,Webinar - A Guide to Building a Multi-cloud Strategy with AWS and Azure,conferences,null,null,-84.387982,33.748995,511
9/3/2021,"Life Insurance Agents, start at 90% commission(Atlanta, GA)",conferences,null,null,-84.387982,33.748995,511
9/3/2021,Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
9/3/2021,Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
10/3/2021,"Quer ganhar cerca de $5.400 mensais? Portuguese(Atlanta, GA)",conferences,null,null,-84.387982,33.748995,511
10/3/2021,Children's Storytime,community,Barnes & Noble Booksellers Buckhead,"2900 Peachtree Road NE Suite 310 Atlanta, GA 30305 United States of America",-84.382905,33.835304,206
10/3/2021,Una Noche De Rock Feat. Miguel y Los Santos Malditos,concerts,null,null,-84.380612,33.840991,206
10/3/2021,"Want to make an estimated $5,400 monthly?  (Atlanta, GA)",conferences,null,null,-84.387982,33.748995,511
10/3/2021,"Life Insurance Agents (NO CHARGEBACKS) (Atlanta, GA)",conferences,null,null,-84.387982,33.748995,511
10/3/2021,INTERTECH,conferences,Grand Hyatt Atlanta in Buckhead,"3300 Peachtree Road Northeast Atlanta, GA 30305 United States of America",-84.370124,33.845168,208
10/3/2021,Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
10/3/2021,Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
10/3/2021,Trappin Ain't Dead Comedy Show w Comedians from The Trapp Museum,performing-arts,null,null,-84.401384,33.65517,313
11/3/2021,Live Event - Microsoft 365 Discovery Day,conferences,null,null,-84.387982,33.748995,511
11/3/2021,Hookah & Hollering Comedy Show feat Katrina Pope/Free Entry/SOGA ENT/3,performing-arts,null,null,-84.351755,33.816946,613
11/3/2021,POSTPONED The Weight Band ft. Members of The Band & Levon Helm Band - 3/10/21 - (Rescheduled From 6/14/20),community,City Winery,"201 650 North Avenue Northeast Atlanta, GA 30308 United States of America",-84.367436,33.771957,603
11/3/2021,ContentThief,concerts,City Winery Atlanta,"650 North Ave NE #201 Atlanta, GA 30308 United States",-84.36619,33.772264,603
11/3/2021,Carolina Story,concerts,Eddie's Attic,"515 North McDonough Street Decatur, GA 30030 United States of America",-84.296272,33.773975,608
11/3/2021,"Invasion Tour 2021 - Atlanta, GA",concerts,1300 JOSEPH E BOONE BLVD NW,"3399 International Blvd Atlanta, GA 30314 United States of America",-84.43023,33.762316,105
11/3/2021,411 Roadshow Invitation - Atlanta,expos,Embassy Suites by Hilton Atlanta Buckhead,"3285 Peachtree Road Atlanta, GA 30305 United States of America",-84.368635,33.844624,208
11/3/2021,Andy Birdsall & Dave Onarato,community,Marlow's Tavern Vinings,"2355 Cumberland Parkway Southeast Atlanta, GA 30339 United States of America",-84.480746,33.859465,201
11/3/2021,Moderate Delays - Fulton County Airport (FTY),airport-delays,Fulton County Airport-Brown Field,"3952 Aviation Circle Northwest Atlanta, GA 30336 United States of America",-84.521645,33.777091,114
11/3/2021,Keys 2 Real Estate - Homeownership & Wholesaling For Beginners,conferences,null,null,-84.437698,33.67253,50
11/3/2021,Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
11/3/2021,Crab Legs & Comedy  Show w/  HerShe The Entertainer & Mr. Inappropriate,performing-arts,null,null,-84.401384,33.65517,313
11/3/2021,Ladies Night with performance from Sudaka Latin Band,concerts,Havana Cigar Lounge,6010 Sandy Springs Cir Sandy Springs United States of America,-84.38542,33.92077,202
12/3/2021,John McKnight,community,New Realm Brewery,Atlanta United States of America,-84.361964,33.768973,602
12/3/2021,Mikey Jay RR$,community,Ghost Bar,Atlanta United States of America,-84.37631,33.754198,510
12/3/2021,Live Latin Music Band & Free Salsa Lessons Thursday Nights in Atlanta,concerts,null,null,-84.361991,33.831269,210
12/3/2021,Mike Farris - POSTPONED,community,Eddie's Attic,"515 North McDonough Street Decatur, GA 30030 United States of America",-84.296272,33.773975,608
12/3/2021,Ben Bostick,community,Red Pepper Taquería,"Atlanta, GA 30329 United States of America",-84.334359,33.816314,608
12/3/2021,Hu$tle,concerts,ILoungeAtl,"1287 Glenwood Avenue Southeast Atlanta, GA United States of America",-84.345543,33.739963,612
12/3/2021,Eric Hinton and Troy Rushing,community,Marlow's Tavern Vinings,"2355 Cumberland Parkway Southeast Atlanta, GA 30339 United States of America",-84.480746,33.859465,201
12/3/2021,Moderate to Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
12/3/2021,Moderate Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
12/3/2021,Moderate to Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
12/3/2021,B Prate TV Presents: The  Comedy Get Down!! Hosted by B Prate,performing-arts,null,null,-84.401384,33.65517,313
12/3/2021,Performing Live- Larry Wilson Featuring Band Smoke,concerts,Havana Cigar Lounge,6010 Sandy Springs Cir Sandy Springs United States of America,-84.38542,33.92077,202
13/3/2021,Parker Smith,concerts,Steady Hand Beer Co.,"1611 Ellsworth Industrial Boulevard Northwest Atlanta, GA 30318 United States of America",-84.4261,33.7986,103
13/3/2021,Aviva and the Flying Penguins,concerts,null,null,-84.310829,33.80621,608
13/3/2021,Elio Stereo,concerts,Forza Storico,"1198 Howell Mill Rd #020 Atlanta, GA 30318 United States of America",-84.41222,33.78677,207
13/3/2021,dallas ryle,concerts,Peachtree Road Farmer's Market,"2744 Peachtree Road NW Atlanta, GA 30305 United States of America",-84.385638,33.831558,205
13/3/2021,Baby Rasta y Gringo,concerts,Believe Music Hall,"181 Ralph David Abernathy Blvd Atlanta, GA 30312 United States of America",-84.393715,33.737039,303
13/3/2021,Kirk Jay Live at Best End Brewing,community,Best End Brewing Co.,"1036 White St. SW Atlanta, GA 30310 United States of America",-84.42179,33.73162,401
13/3/2021,Video Age,concerts,529,"529 Flat Shoals Ave SE (at Glenwood Ave.) Atlanta, GA 30316 United States",-84.345226,33.739926,612
13/3/2021,"POSTPONED The Badass & The Beautiful: Ms. Lisa Fischer with Taylor Eigsti, piano 3/12/21 (Rescheduled From 7/25/2020)",concerts,City Winery,"201 650 North Avenue Northeast Atlanta, GA 30308 United States of America",-84.367436,33.771957,603
13/3/2021,Yung Rus,concerts,Silver Ultra Lounge,"2040 Sylvan Rd Atlanta, GA 30310 United States of America",-84.417979,33.699098,306
13/3/2021,Tilley & Alpha Norris,concerts,null,null,-84.388054,33.74889,511
13/3/2021,Christian Lopez,concerts,Eddie's Attic,"515 North McDonough Street Decatur, GA 30030 United States of America",-84.296272,33.773975,608
13/3/2021,No Sweat Plus 2nd Annual Hank Leslie Memorial Family Walk-Run Event,community,null,null,-84.503841,33.73413,407
13/3/2021,Nelson Brownstone,community,Marlow's Tavern Vinings,"2355 Cumberland Parkway Southeast Atlanta, GA 30339 United States of America",-84.480746,33.859465,201
13/3/2021,SCOUT AND GROW VITAL MARKET,expos,248 Kaybrook Rd,"248 Kaybrook Road Decatur, GA United States of America",-84.27036,33.716874,611
13/3/2021,Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
13/3/2021,Let's Talk Real Estate,conferences,Walil Archer,"3011 Rainbow Drive Decatur, GA 30034 United States of America",-84.266645,33.708959,611
13/3/2021,SouthEast Flooring Market,expos,Cobb Galleria Centre,"2 Galleria Parkway Southeast Atlanta, GA 30339 United States of America",-84.466573,33.883316,201
13/3/2021,Comedian Gerald Kelly's 30th Anniversary Comedy Weekend,performing-arts,null,null,-84.401384,33.65517,313
13/3/2021,Comedian Gerald Kelly's 30th Anniversary Comedy Weekend,performing-arts,null,null,-84.401384,33.65517,313
13/3/2021,Local Makers Pop-Up Shop at Kalua Studios! Support Small Business,festivals,null,null,-84.307682,33.889429,209
13/3/2021,TEEDRA MOSES performs LIVE for The ReFresh @ MONTICELLO!,concerts,The Monticello,2000 Powers Ferry Rd SE Atlanta United States of America,-84.46542,33.90658,202
14/3/2021,"Elio Stereo, Florista, and Divine Interface",concerts,Georgia Beer Garden,"420 Edgewood Ave NE Atlanta, GA 30312",-84.373886,33.754551,604
14/3/2021,ARRIVAL,performing-arts,null,null,-84.345804,33.782272,601
14/3/2021,BUDDY O'REILLY BAND,concerts,Eddie's Attic,"515 North McDonough Street Decatur, GA 30030 United States of America",-84.296272,33.773975,608
14/3/2021,Power for Pressure™,conferences,Burgess-Peterson Academy,"480 Clifton Street Southeast Atlanta, GA 30316 United States of America",-84.331578,33.740575,610
14/3/2021,Cesar & DJ Envy's Real Estate Seminar [ATLANTA],conferences,null,null,-84.396148,33.75852,507
14/3/2021,Rob Platner Trio,concerts,null,null,-84.36351,33.781734,601
14/3/2021,Bandlez,concerts,Believe Music Hall,"181 Ralph David Abernathy Blvd Atlanta, GA 30312 United States of America",-84.393715,33.737039,303
14/3/2021,Big Script SATURDAYZ New Years Kickoff,performing-arts,null,null,-84.393093,33.750573,511
14/3/2021,POSTPONED AJMF + ATL Collective Relive the Soul of Jerry Wexler 3/13/2021 (Rescheduled From 8/22/20),community,City Winery,"201 650 North Avenue Northeast Atlanta, GA 30308 United States of America",-84.367436,33.771957,603
14/3/2021,Marc Broussard,community,Variety Playhouse,"1099 Euclid Avenue Northeast Atlanta, GA 30307 United States of America",-84.350963,33.763605,602
14/3/2021,ISSA & ARJAYSOUL Live @ Union Eav,concerts,485 Flat Shoals Ave SE,"485 Flat Shoals Avenue Southeast Atlanta, GA 30316 United States of America",-84.346461,33.74077,612
14/3/2021,Arulu,concerts,Club Ozone,"Atlanta, GA United States of America",-84.403198,33.759499,102
14/3/2021,Sacramento Kings vs Atlanta Hawks,sports,State Farm Arena,"Atlanta, GA 30303 United States of America",-84.396352,33.757162,507
14/3/2021,ArjaySoul and Issa Thompson,concerts,Union EAV,"86 Flat Shoals Ave. Atlanta, GA 30316 United States of America",-84.355879,33.750976,602
14/3/2021,The Space Between: Artist Talk,conferences,null,null,-84.367759,33.822886,206
14/3/2021,Thomas P. Hinman Dental Meeting & Exhibition,expos,Georgia World Congress Center,"285 Andrew Young International Boulevard Northwest Atlanta, GA 30313 United States of America",-84.398739,33.759006,507
14/3/2021,Own The City Talent Showcase,performing-arts,null,null,-84.309074,33.866169,210
14/3/2021,Mick Wheeler,community,Marlow's Tavern Vinings,"2355 Cumberland Parkway Southeast Atlanta, GA 30339 United States of America",-84.480746,33.859465,201
14/3/2021,Jason Fulton,community,Marlow's Tavern Vinings,"2355 Cumberland Parkway Southeast Atlanta, GA 30339 United States of America",-84.480746,33.859465,201
14/3/2021,Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
14/3/2021,SMASH BOX SPRING BLING,concerts,null,null,-84.268488,33.712604,611
14/3/2021,ATL SPRINGBREAK TAKEOVER OFFICIAL CONCERT,concerts,null,null,-84.530662,33.761703,407
14/3/2021,Georgia Bridal Show - Atlanta,expos,Cobb Galleria Centre,"2 Galleria Parkway Southeast Atlanta, GA 30339 United States of America",-84.466573,33.883316,201
14/3/2021,Scott Antique Markets,expos,Atlanta Expo Center North,"3650 Jonesboro Road Southeast Atlanta, GA 30354 United States of America",-84.366226,33.65567,313
14/3/2021,The Late Show w/ Comedian Gerald Kelly's 30th Anniversary Comedy Weekend,performing-arts,null,null,-84.401384,33.65517,313
14/3/2021,Comedian Gerald Kelly's 30th Anniversary Comedy Weekend,performing-arts,null,null,-84.401384,33.65517,313
14/3/2021,Jon Langston,concerts,Coca-Cola Roxy Theater,"Battery Avenue Southeast Atlanta, GA 30339 United States of America",-84.471544,33.887363,201
14/3/2021,The Dinner Detective - Interactive Murder Mystery Dinner Show,performing-arts,null,null,-84.430213,33.906164,202
14/3/2021,LEVEL UP: TINCTURE MAKING 103,conferences,null,null,-84.467983,33.664414,411
14/3/2021,2021 ATL WEEKEND  COMEDY SHOW (FREE),performing-arts,null,null,-84.46542,33.906576,202
15/3/2021,Cleveland Cavaliers vs Atlanta Hawks,sports,State Farm Arena,"Atlanta, GA 30303 United States of America",-84.396352,33.757162,507
15/3/2021,FREE HIBACHI GRILL ! FREE VIP ENTRY! THIS SUNDAY THE ULTIMATE CELEBRITY DAY PARTY ! PRE GAME!!,community,Eleven 45,"2110 Peachtree st NW Atlanta, GA 30309 United States of America",-84.3926,33.812,207
15/3/2021,2021 Atlanta Salsa Bachata Festival,conferences,"The Westin Peachtree Plaza, Atlanta","210 Peachtree Street Northwest Atlanta, GA 30303 United States of America",-84.387917,33.759411,508
15/3/2021,Monday Madness - All Pizzas $10,community,vero pizzeria,"1441 Dresden Drive Atlanta, GA 30319 United States of America",-84.330081,33.860736,209
15/3/2021,Significant to Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
15/3/2021,Sundays on Downtown Hott Radio,conferences,null,null,-84.266645,33.708959,611
15/3/2021,Trippin on Sundayz  Jack Thriller Roast & Gerald Kelly,performing-arts,null,null,-84.401384,33.65517,313
15/3/2021,Sunset Sunday's  Comedy Show w/ Hunter & Joshua Kelly,performing-arts,null,null,-84.401384,33.65517,313
15/3/2021,SUNSET SUNDAY'S at UPTOWN.. Special EVENT.. Showtime 6pm,performing-arts,null,null,-84.398954,33.653929,312
15/3/2021,TWISTA LIVE IN CONCERT MARCH 14TH @ 7:00PM,concerts,The Monticello,2000 Powers Ferry Rd SE Atlanta United States of America,-84.46542,33.90658,202
16/3/2021,Steven Charles,concerts,Cherokee Town & Country club,"155 West Paces Ferry Road Northwest Atlanta, GA 30305 United States of America",-84.388421,33.845256,202
16/3/2021,"Shooting in Atlanta, United States",terror,null,null,-84.366203,33.809542,212
16/3/2021,Webinar - How to Accelerate Digital Transformation with DevOps,conferences,null,null,-84.387982,33.748995,511
16/3/2021,St. Paddy's Day / British Invasion Jam w/ BadAsh Allstar Team,community,Red Light Cafe,"553 Amsterdam Avenue Northeast Atlanta, GA 30306 United States of America",-84.368868,33.788153,601
16/3/2021,Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
16/3/2021,Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
16/3/2021,Mondays on Downtown Hott Radio,conferences,null,null,-84.266645,33.708959,611
16/3/2021,Moderate Delays - Hartsfield-Jackson Atlanta International Airport (ATL),airport-delays,Hartsfield-Jackson Atlanta International Airport,"6000 N Terminal Parkway Atlanta, 30320 United States of America",-84.44403,33.640067,50
17/3/2021,Mutlu: The Good Trouble Tour w/ Julia Bhatt - POSTPONED,community,Eddie's Attic,"515 North McDonough Street Decatur, GA 30030 United States of America",-84.296272,33.773975,608
17/3/2021,The BorderCollies,concerts,null,null,-84.398743,33.791256,207
17/3/2021,Mikey Jay RR$,community,Ghost Bar,Atlanta United States of America,-84.37631,33.754198,510
17/3/2021,NoMBe and Bad Child,concerts,Aisle 5,"1123 Euclid Avenue Northeast Atlanta, GA 30307 United States of America",-84.350289,33.76425,602
17/3/2021,Andy Birdsall & Dave Onarato,community,Marlow's Tavern Vinings,"2355 Cumberland Parkway Southeast Atlanta, GA 30339 United States of America",-84.480746,33.859465,201
17/3/2021,Severe Delays - Fulton County Airport (FTY),airport-delays,Fulton County Airport-Brown Field,"3952 Aviation Circle Northwest Atlanta, GA 30336 United States of America",-84.521645,33.777091,114
17/3/2021,Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
17/3/2021,"Talking Dirty After Dark, Headlining Comedian Dirty South",performing-arts,null,null,-84.401384,33.65517,313
17/3/2021,Moderate Delays - Hartsfield-Jackson Atlanta International Airport (ATL),airport-delays,Hartsfield-Jackson Atlanta International Airport,"6000 N Terminal Parkway Atlanta, 30320 United States of America",-84.44403,33.640067,50
18/3/2021,Live Latin Music Band & Free Salsa Lessons Thursday Nights in Atlanta,concerts,null,null,-84.361991,33.831269,210
18/3/2021,Ben Bostick,community,Red Pepper Taqueria,"3135 Piedmont Road Northeast Atlanta, GA 30305 United States of America",-84.370536,33.842599,206
18/3/2021,The Vegabonds and Womz,concerts,Park Tavern in Piedmont Park,"500 10th Street N.E Atlanta, GA 30309 United States of America",-84.37284,33.78177,502
18/3/2021,Live Event - Microsoft Dynamics 365 Discovery Day,conferences,null,null,-84.387982,33.748995,511
18/3/2021,HumpDay on Edgewood,community,Ghost Bar,Atlanta United States of America,-84.37631,33.754198,510
18/3/2021,Jams In The City,concerts,null,null,-84.381657,33.842764,206
18/3/2021,Yung Rus,concerts,Pregame Bar and Grill,"899 Martin Luther King Junior Drive Southwest Atlanta, GA 30314 United States of America",-84.417038,33.754986,102
18/3/2021,All My Friends,performing-arts,null,null,-84.416599,33.754572,102
18/3/2021,Texaco Mexico ATL Feb 6th,concerts,901 Donald Lee Hollowell Pkwy NW,"901 Donald Lee Hollowell Parkway Northwest Atlanta, GA United States of America",-84.416863,33.773145,106
18/3/2021,Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
18/3/2021,Crab Legs & Comedy  Show w/  HerShe The Entertainer & Mr. Inappropriate,performing-arts,null,null,-84.401384,33.65517,313
18/3/2021,South Metro Development Outlook Conference,conferences,Georgia International Convention Center,"2000 Convention Center Concourse Atlanta, GA 30337 United States of America",-84.457571,33.645584,50
18/3/2021,Moderate to Significant Delays - Hartsfield-Jackson Atlanta International Airport (ATL),airport-delays,Hartsfield-Jackson Atlanta International Airport,"6000 N Terminal Parkway Atlanta, 30320 United States of America",-84.44403,33.640067,50
18/3/2021,Shawn Joyner Presents The Groove Lounge.Brandy VS Jazmine Sullivan 7PM SHOW,community,St James Live,"240 3220 Butner Road Atlanta, GA 30331 United States of America",-84.54933,33.666657,413
19/3/2021,Ruby Velle & the Soulphonics and Ruby Velle,concerts,Callanwolde Fine Arts Center,"980 Briarcliff Road Northeast Atlanta, GA 30306 United States of America",-84.345059,33.781845,601
19/3/2021,MeeksThaKid,community,The Music Room,"Atlanta, GA 30312 United States of America",-84.376912,33.754151,510
19/3/2021,THE SOUND STAGE - ATLANTA OPEN MIC,community,null,null,-84.376476,33.75422,510
19/3/2021,Yung Rus,concerts,Goosebumps,"134 Baker St NE Downtown Atlanta, GA 30308",-84.38308,33.76241,509
19/3/2021,Oklahoma City Thunder vs Atlanta Hawks,sports,State Farm Arena,"Atlanta, GA 30303 United States of America",-84.396352,33.757162,507
19/3/2021,John McKnight,community,Keegan's Irish Pub,"224 4687 South Atlanta Road Southeast Smyrna, GA 30080 United States of America",-84.483769,33.839839,103
19/3/2021,Gwen Hughes,community,Old Vinings Inn,"3011 Paces Mill Road Southeast Atlanta, GA 30339 United States of America",-84.465984,33.866512,201
19/3/2021,Eric Hinton and Troy Rushing,community,Marlow's Tavern Vinings,"2355 Cumberland Parkway Southeast Atlanta, GA 30339 United States of America",-84.480746,33.859465,201
19/3/2021,Severe Delays - DeKalb Peachtree Airport (PDK),airport-delays,DeKalb-Peachtree Airport,"Chamblee, GA 30341 United States of America",-84.301944,33.875556,210
19/3/2021,"On The Fly, The Whole Squad is Funny: Headlining Comedian Keso Crazae",performing-arts,null,null,-84.401384,33.65517,313
19/3/2021,Mitchell Tenpenny,concerts,Coca-Cola Roxy Theater,"Battery Avenue Southeast Atlanta, GA 30339 United States of America",-84.471544,33.887363,201
20/3/2021,Gabriela Montero,concerts,Schwartz Center for Performing Arts,"Atlanta, GA 30307 United States of America",-84.321955,33.78938,608
